CharityRegistrationNumber,Name,StreetAddressLine1,StreetAddressLine2,StreetAddressSuburb,StreetAddressCity,StreetAddressPostcode,StreetAddressCountry,Latitude,Longitude
CC48569,Live More Awesome Foundation,54 Hillcrest Road,, ,Tauranga,3110,,-37.6753475,176.1434764
CC48481,Picton Memorial Park Trust Incorporated,66 Wellington Street,, ,Picton,7220,,-41.2914687,174.0080532
CC49050,National Council of Women of New Zealand Incorporated,Level 4,Central House 26 Brandon Street,Wellington Central,Wellington,6011,,-41.2832069,174.7764169
CC48484,The Samoan Congregational Christian Church (Nelson) Trust Board,164 Panorama Drive, ,Enner Glynn,Nelson,7011,,-41.3145027,173.2492207
CC48475,The Fairlie Community Vehicle Trust,Heartlands Resource Centre,Main Street, ,Fairlie,7987,,-44.0977299,170.8288521
CC48869,Pahiatua School Community Association (PSCA),21 Albert Street,, ,Pahiatua,4910,,-40.451946,175.8391893
CC49127,Te Manawanui Trust,67 Staveley Avenue,Mount Roskill,Mount Roskill,Auckland,1041,,-36.9248112,174.7472367
CC48529,The Geraldine Academy of Performance & Arts Incorporated,79 Talbot Street,, ,Geraldine,7930,,-44.0929898,171.2454924
CC48504,New Life Charitable Trust Wellington,152 Main Street, ,Upper Hutt Central,Upper Hutt,5018,,-41.1243565,175.0725397
CC48711,The Heart Research Institute (NZ) Limited,c/- BDO New Zealand,"Level 1, Chartered Accountants House",50 Custom House Quay,Wellington,6143,,-41.28414046,174.77752960092323
CC48785,Horsham Downs School Parent Teacher Association Incorporated,4 Martin Lane,RD 1, ,Hamilton,3281,,-37.8031372,175.2607466
CC48499,Adult Conductive Education Trust,22 Brougham Street,RD 1,Addington,Christchurch,8024,,-43.5484722,172.6189364
CC48378,Voice of Christ Full Gospel Church (Otara),5 Hope Place, ,Otara,Auckland,2023,,-36.9527554,174.8715693
CC49859,Jean Wightman Trust,22 Willeston Street, ,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC48649,St Joseph's School Education Trust,505 Kongahu Swamp Road,RD 3,Little Wanganui,Karamea,7893,,-41.341408,172.1015792
CC49476,The Voice Of Christ Full Gospel Church Avondale Auckland Trust,97A Sunnyside Road, ,Sunnyvale,Auckland,612,,-36.8994478,174.6393437
CC49211,Friends Of Rotoiti Trust,5 Range View Road,St Arnaud 7072, ,St Arnaud,7072,,-41.8034905,172.8577564
CC48898,Youth Encounter Ministries Trust,196 Roydon Downs Road,RD 9,Paengaroa,Te Puke,3189,,-37.86465,176.4247735
CC48491,Te Roopu Whakaruruhau O Nga Wahine Maori Incorporated,,,,,,,-40.900557,174.885971
CC48521,Arawa Park Community Trust,274 Fenton St,, ,Rotorua,3010,,-38.1489659,176.2540833
CC48585,Samoan Assemblies of God in New Zealand Incorporated - Bible College,38 Robertson Road, ,Favona,Auckland,2024,,-36.9555345,174.804562
CC49178,Lower Shotover Conservation Trust,90 Fitzpatrick Road,, ,Dalefield,9371,,-44.9831366,168.7304243
CC48997,The Common Unity Project,P O Box 31026, , ,Lower Hutt,5040,,-41.2095577,174.901028
CC48736,Kelly Tarlton's Marine Wildlife Trust,23 Tamaki Drive, ,Orakei,Auckland,1071,,-36.8480188,174.8177987
CC49109,The Puhinui Trust,723 Harrisville Road,RD 2,Pukekohe East,Pukekohe,2677,,-37.2021661,174.9492464
CC48633,"The Deeper Christian Life Ministry Trust, New Zealand",7 Vanni Lane, ,Pahurehure,Papakura,2113,,-37.0741816,174.9378184
CC49414,Waipukurau and District Returned Services Association Incorporated Trust Welfare,72 Racecourse Road,Waipukurau 4200, ,Waipukurau,4200,,-40.0018644,176.5452155
CC48494,Brydie Lauder Charitable Trust,10 The Rise, ,Mount Pleasant,Christchurch,8081,,-43.564601,172.7168204
CC48545,Waitaki High Old Boys' Association Incorporated,Waitaki Boys' High School,Waitaki Avenue, ,Oamaru,9400,,-45.0766959,170.9925751
CC48816,Jesus Love Presbyterian Church,165 Parkhurst Road, ,Parakai,Helensville,0830,,-36.6598649,174.4316471
CC48731,TE WHARE TU TAUA KI WAITAHA CHARITABLE TRUST,7 Clifton Street,, ,Little River,7591,,-43.8221232,172.7063288
CC48786,Greening the Rubble Trust,77 Marine Parade,,North New Brighton,Christchurch,8083,,-43.4937853,172.7257874
CC48676,HB Cricket Charitable Trust,Macinnes Pavilion, ,Nelson Park Jull St,Napier,4140,,-39.4983803,176.910171
CC48513,Manaaki Ora Trust,PO Box 1802,, ,Rotorua,3040,,-38.1366362,176.2518184
CC48741,Northern Wairoa Cricket Club Incorporated,24 Victoria Street,Dargaville 0310, ,Dargaville,0310,,-35.9432402,173.8683982
CC48506,Central Kids Trust,6 Glenshea Street,, ,Putaruru,3411,,-38.0530452,175.7782484
CC49403,Charisma Christian Ministries Trust,14 Spode Place, ,Henderson,Auckland,0612,,-36.8939716,174.6213194
CC48889,The Mount Albert Grammar School Community Swimming Pool Trust Board,1234 Great North Road, ,Point Chevalier,Auckland,1022,,-36.8708956,174.710177
CC48781,Weedons Cricket Club,Weedons Domain,Maddisons Rd,Weedons,Christchurch,,,-43.556222,172.4286601
CC48801,The Prue Blythe Memorial Trust,10 Webber Street,, ,Cambridge,3434,,-37.8713968,175.466762
CC50083,Iqra Academy,9 Budgen Street, ,Mount Roskill,Auckland,1041,,-36.9234717,174.7325029
CC48738,The Drawing of Heaven Church,26 West Harbour Drive, ,West Harbour,Auckland,0618,,-36.8235811,174.6282291
CC48554,Te Waipounamu Maori Cultural Council Incorporated,4 Otia Drive,, ,Richmond,7020,,-41.3431996,173.1730632
CC49971,Coptic Orthodox Church New Zealand Parish of St Mary and St Anthanasious Christchurch,290 Wooldridge Road,Avonhead,Harewood,Christchurch,8051,,-43.4839217,172.5681821
CC48601,The Memorial Oaks Committee,250 McKerrow Road, ,Rd110,Oamaru,9495,,-45.0965979,170.9714456
CC48512,New Plymouth Stroke Support Trust,Unit 99,95 Barrett Road,Whalers Gate,New Plymouth,4310,,-39.0852401,174.0361953
CC48928,The Filipino Chaplaincy Pastoral Council Wellington Archdiocese,169 Main Road, ,Tawa,Wellington,5028,,-41.1712358,174.8245499
CC48740,Volunteering Northland,Level 1,Civic Arcade,37-41 Bank Street,Whangarei,110,,-35.7251365,174.3191966
CC48704,C3 New Zealand Pacific Trust,Suite 1,27 Aviemore Drive,Highland Park,Auckland,2010,,-36.9018458,174.9048066
CC48651,Eden Christian Academy,131 Dominion Road,Tuakau 2121, ,Tuakau,2121,,-37.2530496,174.9619085
CC49253,Tuia Charitable Trust,11 South Road,, ,Waipu,0510,,-35.9860238,174.4483303
CC50388,Movement,355 Foster Road,RD 1,Waimauku,Kumeu,0891,,-36.7861802,174.4900358
CC48493,Moewhare Marae,296 State Highway 1,RD 12, ,Levin,5572,,-40.5870838,175.2941373
CC48881,Samoan Methodist Churches of Samoa (Otara Parish) in New Zealand,2 Blair Place, ,Otara,Auckland,2023,,-36.958198,174.8738199
CC48953,Empower Church Charitable Trust,117 Bell Road,RD 7,Papamoa,Te Puke,3187,,-37.7328493,176.3116106
CC49588,The New Zealand Cuban Festival Trust,40 Anzac Road, ,Gate Pa,Tauranga,3112,,-37.712144,176.1421894
CC48510,Wanaka Concert Society Incorporated,3 Sunrise Bay Drive,Wanaka 9305,Wānaka,Wanaka,9305,,-44.6950019,169.1106478
CC49113,Akarana Marine Sports Charitable Trust,The Landing,8 - 10 Tamaki Drive,Okahu Bay,Auckland,1071,,-36.8499907,174.8103012
CC48749,Mahanaim Trust,11 Elizabeth Street,, ,Matamata,3400,,-37.8114006,175.7694923
CC48733,Methodist Church Samoa New Zealand Botany Parish,634 Papakura-Clevedon Road,RD 2,Ardmore,Papakura,2582,,-37.035907,174.9978218
CC49185,Heilala Vanilla Foundation,37A Newnham Road,RD 4,Whakamarama,Tauranga,3174,,-37.6736804,176.056477
CC49071,Hutt Art Society Incorporated,9 Myrtle Street, ,Hutt Central,Lower Hutt,5010,,-41.2138722,174.9041335
CC49788,Omaui Tracks Trust Incorporated,C/- LLOYD ESLER  15 Mahuri Road,RD 9, ,Invercargill,9879,,-46.4291676,168.3024842
CC48974,St Peters College Hostel Charitable Trust,129 Kakapo Street,,,Gore,9710,,-46.1078202,168.9239671
CC48643,Futurecaster Trust,Flat 31,11 The Avenue,Albany,Auckland,0632,,-36.7238411,174.6907959
CC48784,Maori Association of Social Science Inc,Victoria University of Wellington,50 Kelburn Parade,Kelburn,Wellington,6012,,-41.288977,174.7674879
CC48608,Ruakohatu Charitable Trust,426 Te Moana Road,, ,Waikanae,5036,,-40.8804789,175.0554969
CC48819,Te Poho o Hinemihi Marae,316 Ruataniwha Road,Wairoa 4108, ,Wairoa,4108,,-39.029983,177.3761832
CC48531,InsideOUT Kōaro,"Level 3, Anvil House",138 Wakefield Street,Te Aro,Wellington,6011,,-41.2903521,174.7778385
CC49293,Paikea Whitireia Trust Maori Reservation ,80 Pa Road,RD 3,Whangara,Gisborne,4073,,-38.5599182,178.2170952
CC49201,Rangimarie Maori Arts & Crafts Society Incorporated,87 Cook Street, ,Marfell,New Plymouth,4310,,-39.0727866,174.0461026
CC49019,De Paul House Charitable Trust,92 Onewa Road, ,Northcote Point,Auckland,627,,-36.810883,174.7389869
CC48567,Spiritual Assembly of The Baha'is of Waitaki District,31 Kingdon Street, ,Newmarket,Auckland,1149,,-36.8656005,174.7766686
CC48516,Wish for a Smile charitable trust,20 Tennyson Street, ,Te Aro,Wellington,6011,,-41.29512,174.7819457
CC48565,Spiritual Assembly of The Baha'is of Tasman District,c/- 31 Kingdon Street, ,Newmarket,Auckland,1149,,-36.8656005,174.7766686
CC48514,Cheng Heng Temple Charitable Trust,5 Korcula Place, ,Avondale,Auckland,1026,,-36.8954647,174.6795665
CC48607,The Otago Law Practitioner's Benevolent Fund,265 Princes Street, ,Dunedin Central,Dunedin,9016,,-45.8780391,170.5017593
CC49116,Waipu Alumni Of District Education Trust WADE Trust,6 Argyle Street,, ,Waipu,510,,-35.9870676,174.4433008
CC49043,Maori Community Leaders Forum,250 Pages Road, ,Wainoni,Christchurch,8062,,-43.5207076,172.6985187
CC48992,Amberley Christian Church Trust,27 MacKenzies Road,RD 3,Waipara,Amberley,7483,,-43.0528063,172.7576466
CC48883,Music Innovation Trust Of Taranaki ,37 Vivian Street,New Plymouth 4310, ,New Plymouth,4310,,-39.060598,174.0724154
CC48921,Lloyd's Register International,70 St Johns Road, ,Saint Johns,Auckland,1072,,-36.8735043,174.8287243
CC50753,JMJ Christian Trust Board,1189 Whangaparaoa Road , ,Gulf Harbour,WHANGAPARAOA,0930,,-36.6089696,174.7835883
CC48868,Rawiri Residents Association Incorporated,1 Rata Vine Drive, ,Wiri,Auckland,2104,,-37.0040724,174.8898615
CC48562,Rites of Passage Foundation,156 Commercial Street,, ,Takaka,7110,,-40.8518616,172.8075996
CC48543,Taupo Primary School PTA,Tamamutu Street,, ,Taupo,,,-38.6877558,176.0801173
CC48377,New Zealand Fallen Heroes' Trust,18A Oakley Crescent, ,Hornby,Christchurch,8042,,-43.5549104,172.5365855
CC50091,Howick-Pakuranga Hockey Club Incorporated,Lloyd Elsmore Hockey Stadium,Lady Marie Dr,Pakuranga,Auckland,,,-36.9095797,174.9012227
CC49138,Te Puke Repertory Society Incorporated,Litt Park,Park Lane, ,Te Puke,3071,,-37.7933924,176.3163254
CC48865,Tennis Pakuranga Supporters' Charitable Trust,101 Pigeon Mountain Road, ,Half Moon Bay,Auckland,2012,,-36.8914358,174.9006545
CC49600,Howick Pakuranga Netball Centre Incorporated,2r Bells Road, ,Pakuranga Heights,Auckland,2010,,-36.9068484,174.9029128
CC48552,Taranaki Synthetic Turf Trust,C/- CMK,87 Regan Street,Stratford,Taranaki,4332,,-39.3384585,174.2826008
CC49069,Tapanui Primary School PTA,14 Sussex Street,, ,Tapanui,9522,,-45.9417404,169.259246
CC48548,ACK Tauranga Congregation Trust,134 Sixteenth Avenue, ,Tauranga South,Tauranga,3112,,-37.705834,176.1531984
CC48470,FATUGATITI PRESCHOOL INCORPORATED,Fatugatiti Preschool Inc.,82 Wyllie Road,Papatoetoe,Auckland,,,-36.9860801,174.8501281
CC48542,Come Bless The Lord Samoan Assembly of God,4C Chalfont Street, ,Mangere East,Auckland,2024,,-36.9656109,174.8190871
CC49031,Family Help Trust Foundation,Unit 5,31 Carlyle Street,Sydenham,Christchurch,8023,,-43.541268,172.6405722
CC48821,Pakuranga Outrigger Canoe Club Te Tahawai O Pakuranga Incorporated,45 Caspar Road, ,Papatoetoe,Auckland,2025,,-36.9769651,174.8789123
CC48724,Nga Rangatahi Toa Creative Arts Initiative,PO Box 56001,Dominion Road,Mount Eden,Auckland,1446,,-36.8935487,174.7453291
CC48850,Koraunui Marae Charitable Trust,146 Stokes Valley Road, ,Stokes Valley,Lower Hutt,5019,,-41.1705113,174.9812539
CC49278,Craigieburn Valley Ski Club Incorporated,State Highway 73,Cass, ,Christchurch,,,-43.5128351,172.4752704
CC48476,Auckland Evangelical Church Trust,80 Olsen Avenue,2 Gordon Road,Hillsborough,Auckland,1042,,-36.9168743,174.7527988
CC48584,The Vine House Trust Board,130 Point England Road, ,Point England,Auckland,1072,,-36.882542,174.86681
CC49712,Te Karanga Charitable Trust,Flat 2,20 Nottingham Street,Westmere,Auckland,1022,,-36.8552555,174.722291
CC50508,Alexandra Primary School Charitable Trust,151 Conroys Road ,Rd1, ,Alexandra,9391,,-45.2601435,169.3406409
CC49056,Otahuhu & Districts Highland Pipe Band Incorporated,25A Fort Richard Road, ,Otahuhu,Auckland,1062,,-36.9476933,174.8421312
CC48553,Beckenham School PTA,71 Sandwich Road, ,Beckenham,Christchurch,8023,,-43.5630233,172.6462877
CC48719,Lake Taupo Hospice Development Trust Board ,29 Huka Falls Road, ,Rangatira Park,Taupo,3330,,-38.672038,176.0755377
CC49366,Manurewa Neighbourhood Support Incorporated,50 Walpole Avenue, ,Hillpark,Auckland,2102,,-37.0141011,174.9001501
CC49314,Ngati Pahauwera Manaaki Trust,74 Queen Street,Wairoa 4108, ,Wairoa,4108,,-39.0346145,177.4213347
CC48645,Winton Skate Park Trust,224 Great North Road,, ,Winton,9720,,-46.1435773,168.3253238
CC48799,Deaf Sports New Zealand Incorporated,110B Hillside Road,,Papatoetoe,Auckland,2025,,-36.9873137,174.8434451
CC48940,Living Well Mataura Charitable Trust,16 Bridge Street,Mataura 9712,Mataura,Mataura,9712,,-46.1944496,168.8665337
CC49034,Tutaki Youth Incorporated Trust,88 Juliet Street,, ,Stratford,4332,,-39.3388041,174.2860398
CC48599,Dry July NZ Trust,42 Kerkwall Drive, ,Naenae,Lower Hutt,5011,,-41.2120419,174.9575274
CC48589,The Joyce Shanley Trust ,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC48764,ISANA New Zealand Charitable Trust,1 Maxwells Line, ,Awapuni,Palmerston North,4412,,-40.3712896,175.5787943
CC48763,The Good Works Charitable Trust,252 Forrest Hill Road, ,Forrest Hill,Auckland,0620,,-36.7584224,174.7500797
CC48568,Ruatoria Volunteer Fire Brigade,190 Waiomatatini Road,Ruatoria 4032, ,Ruatoria,4032,,-37.8878967,178.3193968
CC48702,Akaroa Men's Shed Trust,PO Box 165,, ,Duvauchelle,7545,,-43.75032,172.932371
CC48588,Selwyn Parenting Network Incorporated,159 Trents Road,RD 6,Prebbleton,Christchurch,7676,,-43.5667881,172.4828502
CC48975,Benefit Education Advisory Service Incorporated,Anvil House,"Level 6, 138-140 Wakefield St",Te Aro,Wellington,6021,,-41.2903521,174.7778385
CC48757,Waitaki Community Patrol ,16 Severn Street,Oamaru 9400, ,Oamaru,9400,,-45.0980613,170.9686174
CC48848,Sumner Cricket Club Incorporated,35 Campbell Street, ,Sumner,Christchurch,8081,,-43.5787178,172.7616178
CC49704,Assist NZ Incorporated,38A Alford Street, ,Waterview,Auckland,1026,,-36.8780592,174.698691
CC48837,Synergy Community Trust,44 Portage Road, ,New Lynn,Auckland,600,,-36.9128443,174.6902557
CC48596,Autism Eden Trust,28 Lynbrooke Avenue,1 Clonbern Road,Blockhouse Bay,Auckland,0600,,-36.9243181,174.7127786
CC48610,Auckland Pipe Band College Trust Incorporated,39 Kopiko Road, ,Titirangi,Auckland,604,,-36.9353937,174.650099
CC49352,Japan Kauri Education Trust,5 William Pickering Drive, ,Rosedale,Auckland,0632,,-36.7519364,174.7048152
CC48609,Student Christian Movement Aotearoa Inc,98 St Heliers Bay Road, ,St Heliers,Auckland,1071,,-36.8546006,174.8603814
CC48574,Garden City Orchestra Incorporated,16 Camleigh Close,, ,Kaiapoi,7630,,-43.3758272,172.6513806
CC49284,BrooklynsLove Foundation,62 Bignell Street, ,Gonville,Wanganui,4501,,-39.9461239,175.0212521
CC48812,St Marys Home & School Association Incorporated,St Mary's School,901 Frederick Street,Mahora,Hastings,4120,,-39.6239427,176.847571
CC48697,The Hato Paora Trust Board,1314 Kimbolton Road,RD 7, ,Feilding,4777,,-40.151965,175.6565593
CC49012,Canterbury Community Gardens Association Incorporated,180 Smith Street,,Woolston,Christchurch,8062,,-43.5378538,172.6775156
CC49394,New Zealand Chinese Culture & Performing Arts Charitable Trust,Flat 3,170 Blockhouse Bay Road,Avondale,Auckland,0600,,-36.8979904,174.7018752
CC48845,David John And Maria Sher Charitable Trust Foundation ,Flat 2,41 Marine Parade, ,Mount Maunganui,3116,,-37.6362724,176.1863035
CC49769,ALLIANCE FRANCAISE DE HAMILTON INCORPORATED,Suite 4,"Reid House, 114 Alexandra St",Hamilton Central,Hamilton,3204,,-37.7884344,175.2823138
CC48890,Church by the Tracks Trust,29 Alpha Avenue, ,Strowan,Christchurch,8052,,-43.5084699,172.6067924
CC48913,THE FRONTIERS NEW ZEALAND TRUST  2012,4 Landon Way,Feilding 4702, ,Feilding,4702,,-40.2067719,175.5855125
CC48648,North Wellington SeniorNet Incorporated,Care Johnsonville Community Centre,3 Frankmore Ave, Johnsonville,Wellington,6037,,-41.2223053,174.8053436
CC49486,Auckland Islamic Trust (AIT),18 Farrelly Avenue, ,Mount Roskill,Auckland,1041,,-36.9025588,174.7273338
CC49344,NZ Mountain Film Festival Charitable Trust,17 Drake Place,RD 2,Lake Hawea,Wanaka,9382,,-44.6114684,169.2798521
CC48893,The Percy Vos Charitable Trust,29 Mount St John Avenue, ,Epsom,Auckland,1051,,-36.8818919,174.7800769
CC49093,Kirikiriroa Marae Reservation Charitable Trust,951 Wairere Drive, ,Hamilton East,Hamilton,3216,,-37.7931075,175.3069014
CC48679,Marist Alternative Education Limited,Unit 1,381 Great South Road,Ellerslie,Auckland,1051,,-36.8985788,174.8030724
CC48547,Bible League International New Zealand ,Unit 12,65 Paul Matthews Road,Rosedale,Auckland,0632,,-36.7512756,174.7139544
CC48772,Waihi School Trust Board,611 Temuka-Orari Highway,RD 26,Winchester,Temuka,7986,,-44.1955316,171.277252
CC48986,The House Of Breakthrough Trust Oamaru ,33 Wansbeck Street,Severn Street,South Hill,Oamaru,9400,,-45.103985,170.9643809
CC49524,Uiraroa Marae,C/- 237 Powell Road,R.D.3, ,Whakatane,3193,,-38.013404,176.7829711
CC50828,Elite Sports and Events Organisation,11a Tawai St,Trentham, ,Upper Hutt,0518,,-41.1357778,175.0380127
CC48766,Wellington Homeless Women's Trust,107 Manners Street, ,Te Aro,Wellington,6011,,-41.2914935,174.7775785
CC49101,Estate E E Flanagan,78 Selwyn Place,, ,Nelson,7010,,-41.2754597,173.2854757
CC49667,Immanuel Community Church,28 Arthur Road, ,Hillpark,Auckland,2102,,-37.0185423,174.9055301
CC48806,Dunedin Full Gospel Church,2 Preatwick Street, ,Maori Hill,Dunedin,9010,,-45.8566696,170.4982767
CC49130,Focus Paihia Community Charitable Trust,C/O PKF POUTSMA LEMON LTD,1 Williams Road, ,Paihia,200,,-35.2817317,174.0913756
CC49073,Hope Rising Farm Trust,122A Te Puroa Road,RD 1, ,Ngaruawahia,3793,,-37.6906494,175.133378
CC49808,Clutha Country Music Club Incorporated,145 Glenfalloch Road,RD 3,Lochindorb,Balclutha,9273,,-46.2773208,169.5680471
CC48780,Te Papapa Early Childhood Education Trust,219 Mount Smart Road,219 Mount Smart Road,Onehunga,Auckland,1061,,-36.9153289,174.799547
CC49018,Far North Radio and Sea Rescue Incorporated,409B Cable Bay Block Road,, ,Cable Bay,0420,,-35.0088053,173.5037796
CC48751,Aileen Drewitt Charitable Trust,C/O Perpetual Guardian,"Level 8, 191 Queen Street",Auckland Central,Auckland,1010,,-36.8485007,174.7651644
CC48682,The Huxster Mountain Bike Trust,99 Nayland Street, ,Sumner,Christchurch,8081,,-43.5723165,172.7642605
CC48723,NZ Korean Youth Community Trust ,28A Chalmers Street, ,Avondale,Auckland,600,,-36.901,174.6988044
CC48831,THE EDEN LIFE TRUST,14 Winscombe Street, ,Belmont,Auckland,622,,-36.8034641,174.7927868
CC48699,Continuing Education (Hamilton) Trust,205 Pukete Road, ,Pukete,Hamilton,3200,,-37.7373398,175.2373738
CC50247,Torere Reserves Trust,2220 State Highway 35, ,Torere,Opotiki,3197,,-37.9594041,177.4701367
CC48844,Waimumu Te Tipua Art & Craft Exhibition Incorporated,corner Glendhu and Waimumu Road,RD 4,Waimumu,Gore,9774,,-46.1182073,168.8960089
CC49254,Waimate District Charitable Foundation,C/- Community Link House,5 Glasgow Street, ,Waimate,7924,,-44.7342117,171.0455453
CC48709,Solicitors' Benevolent Fund,17 Whitmore Street," High Court Building, Kate Sheppard entrance",Wellington Central,Wellington,6011,,-41.2809682,174.7779137
CC48849,Lifezone Church Property Trust,7 Oak Lane, ,Judea,Tauranga,3110,,-37.6967927,176.1493221
